			
24	Ten of Swords	10 of Swords: Back-stabbed, defeat, crisis, betrayal, endings, loss	Swords10.jpg
25	Page of Swords	Daughter of Swords: Talkative, curious, mentally restless, energetic	Swords11.jpg
26	Knight of Swords	Son of Swords: Opinionated, hasty, action-oriented, communicative	Swords12.jpg
27	Queen of Swords	Queen of Swords: Quick thinker, organised, perceptive, independent	Swords13.jpg
28	King of Swords	King of Swords: Clear thinking, intellectual power, authority, truth	Swords14.jpg
29	Ace of Cups	Ace of Cups: Love, compassion, creativity, overwhelming emotion	Cups01.jpg
30	Two of Cups	2 of Cups: Unified love, partnership, attraction, relationships	Cups02.jpg
31	Three of Cups	3 of Cups: Celebration, friendship, creativity, community	Cups03.jpg
32	Four of Cups	4 of Cups: Meditation, contemplation, apathy, re-evaluation	Cups04.jpg
33	Five of Cups	5 of Cups: Loss, regret, disappointment, despair, bereavement	Cups05.jpg
34	Six of Cups	6 of Cups: Reunion, nostalgia, childhood memories, innocence	Cups06.jpg
35	Seven of Cups	7 of Cups: Fantasy, illusion, wishful thinking, choices, imagination	Cups07.jpg
36	Eight of Cups	8 of Cups: Escapism, disappointment, abandonment, withdrawal	Cups08.jpg
37	Nine of Cups	9 of Cups: Wishes fulfilled, comfort, happiness, satisfaction	Cups09.jpg
38	Ten of Cups	10 of Cups: Harmony, marriage, happiness, alignment	Cups10.jpg
39	Page of Cups	Daugher of Cups: A messenger, creative beginnings, synchronicity	Cups11.jpg
40	Knight of Cups	Son of Cups: Romance, charm, ‘Knight in shining armour’, imagination	Cups12.jpg
41	Queen of Cups	Queen of Cups: Emotional security, calm, intuitive, compassionate	Cups13.jpg
42	King of Cups	King of Cups: Emotional balance and control, generosity	Cups14.jpg
43	Ace of Pentacles	Ace of Pentacles: Manifestation, new financial opportunity, prosperity	Pents01.jpg
44	Two of Pentacles	2 of Pentacles: Balance, adaptability, time management, prioritisation	Pents02.jpg
45	Three of Pentacles	3 of Pentacles:  Teamwork, initial fulfilment, collaboration, learning	Pents03.jpg
46	Four of Pentacles	4 of Pentacles: Control, stability, security, possession, conservatism	Pents04.jpg
47	Five of Pentacles	5 of Pentacles: Isolation, insecurity, worry, financial loss, poverty	Pents05.jpg
48	Six of Pentacles	6 of Pentacles: Generosity, charity, giving, prosperity, sharing wealth	Pents06.jpg
49	Seven of Pentacles	7 of Pentacles: Vision, perseverance, profit, reward, investment	Pents07.jpg
50	Eight of Pentacles	8 of Pentacles: Apprenticeship, education, quality, engagement	Pents08.jpg
51	Nine of Pentacles	9 of Pentacles: Gratitude, luxury, self-sufficiency, culmination	Pents09.jpg
52	Ten of Pentacles	10 of Pentacles: Wealth, inheritance, family, establishment, retirement	Pents10.jpg
53	Page of Pentacles	Daughter of Pentacles: Manifestation, financial opportunity, new job	Pents11.jpg
54	Knight of Pentacles	Son of Pentacles: Efficiency, routine, conservatism, methodical	Pents12.jpg
55	Queen of Pentacles	Queen of Pentacles: Practical, homely, motherly, down-to-earth, security	Pents13.jpg
56	King of Pentacles	King of Pentacles: Security, control, power, discipline, abundance	Pents14.jpg
57	Fool	Fool  Beginnings, innocence, spontaneity, a free spirit	RWS_Tarot_00_Fool.jpg
58	Magician	Magician: Power, skill, concentration, action, resourcefulness	RWS_Tarot_01_Magician.jpg
59	High Priestess	High Priestess: Intuition, Higher powers, mystery, subconscious mind	RWS_Tarot_02_High_Priestess.jpg
60	Empress	Empress: Fertility, femininity, beauty, nature, abundance	RWS_Tarot_03_Empress.jpg
61	Emperor	Emperor: Authority, father-figure, structure, solid foundation	RWS_Tarot_04_Emperor.jpg
62	Hierophant	Hierophant: Religion, group identification, conformity, tradition, beliefs	RWS_Tarot_05_Hierophant.jpg
63	Lovers	Lovers: Love, union, relationships, values alignment, choices	RWS_Tarot_06_Lovers.jpg
64	Chariot	Chariot: Control, will power, victory, assertion, determination	RWS_Tarot_07_Chariot.jpg
65	Strength	Strength: Strength, courage, patience, control, compassion	RWS_Tarot_08_Strength.jpg
66	Hermit	Hermit: Soul-searching, introspection, being alone, inner guidance	RWS_Tarot_09_Hermit.jpg
67	Wheel of Fortune	Wheel of Fortune: Good luck, karma, life cycles, destiny, a turning point	RWS_Tarot_10_Wheel_of_Fortune.jpg
68	Justice	Justice: Justice, fairness, truth, cause and effect, law	RWS_Tarot_11_Justice.jpg
69	Hanged Man	Hanged Man: Suspension, restriction, letting go, sacrifice	RWS_Tarot_12_Hanged_Man.jpg
70	Death	Death: Endings, beginnings, change, transformation, transition	RWS_Tarot_13_Death.jpg
71	Temperance	Temperance: Balance, moderation, patience, purpose, meaning	RWS_Tarot_14_Temperance.jpg
72	Devil	Devil: Bondage, addiction, sexuality, materialism	RWS_Tarot_15_Devil.jpg
73	Tower	Tower: Disaster, upheaval, sudden change, revelation	RWS_Tarot_16_Tower.jpg
74	Star	Star: Hope, spirituality, renewal, inspiration, serenity	RWS_Tarot_17_Star.jpg
75	Moon	Moon: Illusion, fear, anxiety, insecurity, subconscious	RWS_Tarot_18_Moon.jpg
76	Sun	Sun: Fun, warmth, success, positivity, vitality	RWS_Tarot_19_Sun.jpg
77	Judgement	Judgement: Judgement, rebirth, inner calling, absolution	RWS_Tarot_20_Judgement.jpg
78	World	World: Completion, integration, accomplishment, travel	RWS_Tarot_21_World.jpg
